constructorId,year,round,circuit_name,country,alt,driver_standing,driver_points,driver_wins,constructor_standing,constructor_points,constructor_wins,q1,grid,positionOrder,q1_gap_to_pole,final_position
23,2009,14,Marina Bay Street Circuit,Singapore,18,2,66.0,2,1,146.0,8,01:47.4,9,6,0.3738317757009399,Outside Top 4
1,2009,14,Marina Bay Street Circuit,Singapore,18,10,20.0,0,4,47.0,1,01:47.5,8,7,0.46728971962616817,Outside Top 4
2,2009,14,Marina Bay Street Circuit,Singapore,18,15,8.0,0,7,20.0,0,01:47.6,7,8,0.5607476635513965,Outside Top 4
3,2009,14,Marina Bay Street Circuit,Singapore,18,19,0.0,0,6,30.5,0,01:47.6,10,9,0.5607476635513965,Outside Top 4
6,2009,14,Marina Bay Street Circuit,Singapore,18,5,40.0,1,3,62.0,1,01:47.3,12,10,0.28037383177569825,Outside Top 4
3,2009,14,Marina Bay Street Circuit,Singapore,18,6,30.5,0,6,30.5,0,01:47.4,3,11,0.3738317757009399,Outside Top 4
7,2009,14,Marina Bay Street Circuit,Singapore,18,8,22.5,0,5,38.5,0,01:47.7,14,12,0.6542056074766381,Outside Top 4
6,2009,14,Marina Bay Street Circuit,Singapore,18,14,8.0,0,3,62.0,1,01:48.3,17,13,1.2149532710280349,Outside Top 4
10,2009,14,Marina Bay Street Circuit,Singapore,18,24,0.0,0,9,13.0,0,01:48.8,19,14,1.682242990654203,Outside Top 4
5,2009,14,Marina Bay Street Circuit,Singapore,18,23,0.0,0,10,5.0,0,01:48.3,16,15,1.2149532710280349,Outside Top 4
5,2009,14,Marina Bay Street Circuit,Singapore,18,17,3.0,0,10,5.0,0,01:47.7,13,16,0.6542056074766381,Outside Top 4
9,2009,14,Marina Bay Street Circuit,Singapore,18,4,51.5,1,2,105.5,3,01:47.6,4,17,0.5607476635513965,Outside Top 4
10,2009,14,Marina Bay Street Circuit,Singapore,18,16,5.0,0,9,13.0,0,01:48.2,15,18,1.1214953271028065,Outside Top 4
2,2009,14,Marina Bay Street Circuit,Singapore,18,13,12.0,0,7,20.0,0,01:47.3,20,19,0.28037383177569825,Outside Top 4
4,2009,14,Marina Bay Street Circuit,Singapore,18,22,0.0,0,8,20.0,0,01:48.5,18,20,1.4018691588785046,Outside Top 4
9,2009,15,Suzuka Circuit,Japan,45,3,59.0,2,2,110.5,3,01:30.9,1,1,0.0,1st
7,2009,15,Suzuka Circuit,Japan,45,10,22.5,0,5,46.5,0,01:31.1,2,2,0.2200220022002075,2nd
1,2009,15,Suzuka Circuit,Japan,45,6,37.0,2,4,59.0,2,01:30.9,3,3,0.0,3rd
6,2009,15,Suzuka Circuit,Japan,45,5,40.0,1,3,62.0,1,01:31.3,5,4,0.4400440044004307,4th
3,2009,15,Suzuka Circuit,Japan,45,7,30.5,0,6,30.5,0,01:31.3,7,5,0.4400440044004307,Outside Top 4
2,2009,15,Suzuka Circuit,Japan,45,13,12.0,0,8,21.0,0,01:31.5,4,6,0.6600660066006537,Outside Top 4
23,2009,15,Suzuka Circuit,Japan,45,2,69.0,2,1,153.0,8,01:31.3,6,7,0.4400440044004307,Outside Top 4
23,2009,15,Suzuka Circuit,Japan,45,1,84.0,6,1,153.0,8,01:31.0,10,8,0.11001100110010376,Outside Top 4
2,2009,15,Suzuka Circuit,Japan,45,14,9.0,0,8,21.0,0,01:31.4,9,9,0.55005500550055,Outside Top 4
4,2009,15,Suzuka Circuit,Japan,45,8,26.0,0,7,26.0,0,01:31.4,16,10,0.55005500550055,Outside Top 4
1,2009,15,Suzuka Circuit,Japan,45,12,22.0,0,4,59.0,2,01:31.5,11,11,0.6600660066006537,Outside Top 4
6,2009,15,Suzuka Circuit,Japan,45,15,8.0,0,3,62.0,1,01:31.7,14,12,0.8800880088008769,Outside Top 4
10,2009,15,Suzuka Circuit,Japan,45,16,5.0,0,9,13.0,0,01:31.4,8,13,0.55005500550055,Outside Top 4
10,2009,15,Suzuka Circuit,Japan,45,22,0.0,0,9,13.0,0,01:32.1,18,14,1.3201320132013075,Outside Top 4
3,2009,15,Suzuka Circuit,Japan,45,19,0.0,0,6,30.5,0,01:31.7,15,15,0.8800880088008769,Outside Top 4
4,2009,15,Suzuka Circuit,Japan,45,23,0.0,0,7,26.0,0,01:32.1,17,16,1.3201320132013075,Outside Top 4
5,2009,15,Suzuka Circuit,Japan,45,24,0.0,0,10,5.0,0,01:31.6,12,18,0.7700770077007575,Outside Top 4
5,2009,15,Suzuka Circuit,Japan,45,17,3.0,0,10,5.0,0,01:31.2,13,19,0.33003300330032687,Outside Top 4
7,2009,15,Suzuka Circuit,Japan,45,9,24.0,0,5,46.5,0,01:31.6,20,20,0.7700770077007575,Outside Top 4
9,2009,16,Autódromo José Carlos Pace,Brazil,785,4,51.5,1,2,120.5,4,01:24.7,2,1,2.2946859903381713,1st
2,2009,16,Autódromo José Carlos Pace,Brazil,785,14,9.0,0,8,24.0,0,01:23.1,8,2,0.3623188405797067,2nd
1,2009,16,Autódromo José Carlos Pace,Brazil,785,6,43.0,2,4,65.0,2,01:25.2,17,3,2.8985507246376883,3rd
9,2009,16,Autódromo José Carlos Pace,Brazil,785,3,69.0,3,2,120.5,4,01:25.0,15,4,2.6570048309178778,4th
23,2009,16,Autódromo José Carlos Pace,Brazil,785,1,85.0,6,1,156.0,8,01:24.3,14,5,1.8115942028985508,Outside Top 4
6,2009,16,Autódromo José Carlos Pace,Brazil,785,5,45.0,1,3,67.0,1,01:23.0,5,6,0.24154589371981022,Outside Top 4
5,2009,16,Autódromo José Carlos Pace,Brazil,785,17,3.0,0,10,5.0,0,01:24.6,6,7,2.173913043478257,Outside Top 4
23,2009,16,Autódromo José Carlos Pace,Brazil,785,2,71.0,2,1,156.0,8,01:24.1,1,8,1.5700483091787405,Outside Top 4
1,2009,16,Autódromo José Carlos Pace,Brazil,785,12,22.0,0,4,65.0,2,01:25.1,16,9,2.7777777777777746,Outside Top 4
6,2009,16,Autódromo José Carlos Pace,Brazil,785,15,8.0,0,3,67.0,1,01:40.7,19,11,21.61835748792271,Outside Top 4
10,2009,16,Autódromo José Carlos Pace,Brazil,785,21,0.0,0,9,13.0,0,01:24.6,20,12,2.173913043478257,Outside Top 4
4,2009,16,Autódromo José Carlos Pace,Brazil,785,23,0.0,0,7,26.0,0,01:24.4,13,13,1.9323671497584645,Outside Top 4
5,2009,16,Autódromo José Carlos Pace,Brazil,785,24,0.0,0,10,5.0,0,01:24.8,12,14,2.4154589371980677,Outside Top 4
3,2009,16,Autódromo José Carlos Pace,Brazil,785,19,0.0,0,6,34.5,0,01:23.2,9,15,0.48309178743962045,Outside Top 4
3,2009,16,Autódromo José Carlos Pace,Brazil,785,7,34.5,0,6,34.5,0,01:22.8,7,16,0.0,Outside Top 4
2,2009,16,Autódromo José Carlos Pace,Brazil,785,13,15.0,0,8,24.0,0,01:25.5,18,17,3.2608695652173947,Outside Top 4
10,2009,16,Autódromo José Carlos Pace,Brazil,785,16,5.0,0,9,13.0,0,01:24.4,3,18,1.9323671497584645,Outside Top 4
7,2009,16,Autódromo José Carlos Pace,Brazil,785,8,30.5,0,5,54.5,0,01:24.6,4,19,2.173913043478257,Outside Top 4
4,2009,16,Autódromo José Carlos Pace,Brazil,785,9,26.0,0,7,26.0,0,01:24.8,10,20,2.4154589371980677,Outside Top 4
9,2009,17,Yas Marina Circuit,UAE,3,2,74.0,3,2,135.5,5,01:40.7,2,1,0.8008008008007979,1st
9,2009,17,Yas Marina Circuit,UAE,3,4,61.5,2,2,135.5,5,01:40.7,3,2,0.8008008008007979,2nd
23,2009,17,Yas Marina Circuit,UAE,3,1,89.0,6,1,161.0,8,01:40.4,5,3,0.5005005005005005,3rd
23,2009,17,Yas Marina Circuit,UAE,3,3,72.0,2,1,161.0,8,01:40.6,4,4,0.7007007007006892,4th
2,2009,17,Yas Marina Circuit,UAE,3,14,15.0,0,7,32.0,0,01:40.6,8,5,0.7007007007006892,Outside Top 4
7,2009,17,Yas Marina Circuit,UAE,3,21,0.0,0,5,54.5,0,01:41.0,12,6,1.1011011011010954,Outside Top 4
7,2009,17,Yas Marina Circuit,UAE,3,8,30.5,0,5,54.5,0,01:40.5,6,7,0.6006006006005948,Outside Top 4
5,2009,17,Yas Marina Circuit,UAE,3,17,5.0,0,10,7.0,0,01:40.9,10,8,1.001001001001001,Outside Top 4
3,2009,17,Yas Marina Circuit,UAE,3,7,34.5,0,6,34.5,0,01:40.8,9,9,0.9009009009008924,Outside Top 4
2,2009,17,Yas Marina Circuit,UAE,3,13,17.0,0,7,32.0,0,01:40.5,7,10,0.6006006006005948,Outside Top 4
1,2009,17,Yas Marina Circuit,UAE,3,12,22.0,0,3,71.0,2,01:40.8,18,11,0.9009009009008924,Outside Top 4
6,2009,17,Yas Marina Circuit,UAE,3,6,48.0,1,4,70.0,1,01:41.1,11,12,1.2012012012011897,Outside Top 4
3,2009,17,Yas Marina Circuit,UAE,3,19,0.0,0,6,34.5,0,01:41.1,13,13,1.2012012012011897,Outside Top 4
4,2009,17,Yas Marina Circuit,UAE,3,9,26.0,0,8,26.0,0,01:41.7,15,14,1.801801801801799,Outside Top 4
10,2009,17,Yas Marina Circuit,UAE,3,22,0.0,0,9,13.0,0,01:41.7,16,15,1.801801801801799,Outside Top 4
6,2009,17,Yas Marina Circuit,UAE,3,15,8.0,0,4,70.0,1,01:42.2,20,16,2.3023023023022993,Outside Top 4
10,2009,17,Yas Marina Circuit,UAE,3,16,5.0,0,9,13.0,0,01:41.8,17,17,1.9019019019018935,Outside Top 4
4,2009,17,Yas Marina Circuit,UAE,3,23,0.0,0,8,26.0,0,01:42.0,19,18,2.1021021021020965,Outside Top 4
1,2009,17,Yas Marina Circuit,UAE,3,5,49.0,2,3,71.0,2,01:39.9,1,19,0.0,Outside Top 4
5,2009,17,Yas Marina Circuit,UAE,3,24,0.0,0,10,7.0,0,01:41.5,14,20,1.6016016016015957,Outside Top 4
1,2010,2,Albert Park Grand Prix Circuit,Australia,10,7,6.0,0,2,21.0,0,01:24.9,4,1,0.11792452830189686,1st
4,2010,2,Albert Park Grand Prix Circuit,Australia,10,11,0.0,0,7,0.0,0,01:25.6,9,2,0.943396226415091,2nd
6,2010,2,Albert Park Grand Prix Circuit,Australia,10,2,18.0,0,1,43.0,1,01:25.5,5,3,0.825471698113211,3rd
6,2010,2,Albert Park Grand Prix Circuit,Australia,10,1,25.0,1,1,43.0,1,01:25.1,3,4,0.353773584905657,4th
131,2010,2,Albert Park Grand Prix Circuit,Australia,10,5,10.0,0,3,18.0,0,01:24.8,6,5,0.0,Outside Top 4
1,2010,2,Albert Park Grand Prix Circuit,Australia,10,3,15.0,0,2,21.0,0,01:25.0,11,6,0.23584905660377695,Outside Top 4
10,2010,2,Albert Park Grand Prix Circuit,Australia,10,9,2.0,0,5,2.0,0,01:26.2,13,7,1.650943396226422,Outside Top 4
3,2010,2,Albert Park Grand Prix Circuit,Australia,10,10,1.0,0,6,1.0,0,01:25.7,8,8,1.0613207547169878,Outside Top 4
9,2010,2,Albert Park Grand Prix Circuit,Australia,10,8,4.0,0,4,16.0,0,01:25.3,2,9,0.589622641509434,Outside Top 4
131,2010,2,Albert Park Grand Prix Circuit,Australia,10,6,8.0,0,3,18.0,0,01:25.4,7,10,0.7075471698113308,Outside Top 4
5,2010,2,Albert Park Grand Prix Circuit,Australia,10,13,0.0,0,8,0.0,0,01:26.1,17,11,1.533018867924525,Outside Top 4
15,2010,2,Albert Park Grand Prix Circuit,Australia,10,18,0.0,0,10,0.0,0,01:26.1,14,12,1.533018867924525,Outside Top 4
205,2010,2,Albert Park Grand Prix Circuit,Australia,10,15,0.0,0,9,0.0,0,01:28.8,19,13,4.716981132075472,Outside Top 4
164,2010,2,Albert Park Grand Prix Circuit,Australia,10,24,0.0,0,11,0.0,0,01:30.6,22,14,6.839622641509431,Outside Top 4
166,2010,2,Albert Park Grand Prix Circuit,Australia,10,20,0.0,0,12,0.0,0,01:29.6,23,15,5.660377358490563,Outside Top 4
166,2010,2,Albert Park Grand Prix Circuit,Australia,10,23,0.0,0,12,0.0,0,01:30.2,24,16,6.367924528301893,Outside Top 4
9,2010,2,Albert Park Grand Prix Circuit,Australia,10,4,12.0,0,4,16.0,0,01:24.8,1,17,0.0,Outside Top 4
10,2010,2,Albert Park Grand Prix Circuit,Australia,10,12,0.0,0,5,2.0,0,01:25.5,10,18,0.825471698113211,Outside Top 4
4,2010,2,Albert Park Grand Prix Circuit,Australia,10,21,0.0,0,7,0.0,0,01:26.5,18,19,2.004716981132079,Outside Top 4
164,2010,2,Albert Park Grand Prix Circuit,Australia,10,19,0.0,0,11,0.0,0,01:30.5,21,20,6.721698113207551,Outside Top 4
5,2010,2,Albert Park Grand Prix Circuit,Australia,10,16,0.0,0,8,0.0,0,01:26.1,12,21,1.533018867924525,Outside Top 4
3,2010,2,Albert Park Grand Prix Circuit,Australia,10,14,0.0,0,6,1.0,0,01:25.9,15,22,1.2971698113207648,Outside Top 4
15,2010,2,Albert Park Grand Prix Circuit,Australia,10,22,0.0,0,10,0.0,0,01:26.3,16,23,1.7688679245283019,Outside Top 4
205,2010,2,Albert Park Grand Prix Circuit,Australia,10,17,0.0,0,9,0.0,0,01:29.1,20,24,5.070754716981129,Outside Top 4
9,2010,3,Sepang International Circuit,Malaysia,18,7,12.0,0,5,18.0,0,01:47.6,3,1,1.2229539040451525,1st
9,2010,3,Sepang International Circuit,Malaysia,18,10,6.0,0,5,18.0,0,01:51.9,1,2,5.2681091251176,2nd
131,2010,3,Sepang International Circuit,Malaysia,18,5,20.0,0,3,29.0,0,01:52.6,2,3,5.926622765757288,3rd
4,2010,3,Sepang International Circuit,Malaysia,18,6,18.0,0,4,18.0,0,01:46.3,6,4,0.0,4th
10,2010,3,Sepang International Circuit,Malaysia,18,13,0.0,0,6,8.0,0,01:49.5,4,5,3.0103480714957698,Outside Top 4
1,2010,3,Sepang International Circuit,Malaysia,18,4,23.0,0,2,54.0,1,01:53.1,20,6,6.396989651928502,Outside Top 4
6,2010,3,Sepang International Circuit,Malaysia,18,2,33.0,0,1,70.0,1,01:53.3,21,7,6.585136406396989,Outside Top 4
1,2010,3,Sepang International Circuit,Malaysia,18,3,31.0,1,2,54.0,1,01:52.2,17,8,5.5503292568203255,Outside Top 4
5,2010,3,Sepang International Circuit,Malaysia,18,12,0.0,0,8,0.0,0,01:48.7,14,9,2.2577610536218304,Outside Top 4
3,2010,3,Sepang International Circuit,Malaysia,18,17,0.0,0,7,5.0,0,01:49.7,5,10,3.1984948259642576,Outside Top 4
5,2010,3,Sepang International Circuit,Malaysia,18,18,0.0,0,8,0.0,0,01:48.9,13,11,2.4459078080903187,Outside Top 4
3,2010,3,Sepang International Circuit,Malaysia,18,11,5.0,0,7,5.0,0,01:50.3,7,12,3.7629350893697087,Outside Top 4
6,2010,3,Sepang International Circuit,Malaysia,18,1,37.0,1,1,70.0,1,01:53.0,19,13,6.302916274694264,Outside Top 4
166,2010,3,Sepang International Circuit,Malaysia,18,24,0.0,0,12,0.0,0,02:00.0,24,14,12.888052681091256,Outside Top 4
164,2010,3,Sepang International Circuit,Malaysia,18,16,0.0,0,11,0.0,0,01:56.3,22,15,9.407337723424272,Outside Top 4
164,2010,3,Sepang International Circuit,Malaysia,18,20,0.0,0,11,0.0,0,01:57.3,23,16,10.3480714957667,Outside Top 4
205,2010,3,Sepang International Circuit,Malaysia,18,19,0.0,0,10,0.0,0,01:52.9,18,17,6.208842897460027,Outside Top 4
205,2010,3,Sepang International Circuit,Malaysia,18,15,0.0,0,10,0.0,0,01:52.9,15,18,6.208842897460027,Outside Top 4
4,2010,3,Sepang International Circuit,Malaysia,18,22,0.0,0,4,18.0,0,01:48.0,11,19,1.5992474129821288,Outside Top 4
10,2010,3,Sepang International Circuit,Malaysia,18,9,8.0,0,6,8.0,0,01:49.9,10,20,3.3866415804327454,Outside Top 4
131,2010,3,Sepang International Circuit,Malaysia,18,8,9.0,0,3,29.0,0,01:52.2,8,21,5.5503292568203255,Outside Top 4
15,2010,3,Sepang International Circuit,Malaysia,18,23,0.0,0,9,0.0,0,01:48.5,9,22,2.069614299153342,Outside Top 4
166,2010,3,Sepang International Circuit,Malaysia,18,21,0.0,0,12,0.0,0,01:52.4,16,23,5.738476011288814,Outside Top 4
15,2010,3,Sepang International Circuit,Malaysia,18,14,0.0,0,9,0.0,0,01:47.2,12,24,0.8466603951081897,Outside Top 4
1,2010,4,Shanghai International Circuit,China,5,4,35.0,1,2,66.0,1,01:36.1,5,1,0.5230125523012553,1st
1,2010,4,Shanghai International Circuit,China,5,6,31.0,0,2,66.0,1,01:35.6,6,2,0.0,2nd
131,2010,4,Shanghai International Circuit,China,5,5,35.0,0,4,44.0,0,01:36.0,4,3,0.41841004184101016,3rd
6,2010,4,Shanghai International Circuit,China,5,2,37.0,1,1,76.0,1,01:36.0,3,4,0.41841004184101016,4th
4,2010,4,Shanghai International Circuit,China,5,7,30.0,0,5,30.0,0,01:36.3,8,5,0.7322175732217604,Outside Top 4
9,2010,4,Shanghai International Circuit,China,5,3,37.0,1,3,61.0,1,01:36.3,1,6,0.7322175732217604,Outside Top 4
4,2010,4,Shanghai International Circuit,China,5,23,0.0,0,5,30.0,0,01:37.0,14,7,1.4644351464435208,Outside Top 4
9,2010,4,Shanghai International Circuit,China,5,8,24.0,0,3,61.0,1,01:36.0,2,8,0.41841004184101016,Outside Top 4
6,2010,4,Shanghai International Circuit,China,5,1,39.0,0,1,76.0,1,01:36.1,7,9,0.5230125523012553,Outside Top 4
131,2010,4,Shanghai International Circuit,China,5,10,9.0,0,4,44.0,0,01:36.5,9,10,0.9414225941422654,Outside Top 4
10,2010,4,Shanghai International Circuit,China,5,9,10.0,0,6,18.0,0,01:36.7,10,11,1.1506276150627706,Outside Top 4
3,2010,4,Shanghai International Circuit,China,5,12,5.0,0,7,6.0,0,01:36.7,11,12,1.1506276150627706,Outside Top 4
5,2010,4,Shanghai International Circuit,China,5,13,2.0,0,8,2.0,0,01:36.6,12,13,1.0460251046025106,Outside Top 4
205,2010,4,Shanghai International Circuit,China,5,17,0.0,0,10,0.0,0,01:39.5,21,14,4.079497907949797,Outside Top 4
3,2010,4,Shanghai International Circuit,China,5,14,1.0,0,7,6.0,0,01:37.0,16,15,1.4644351464435208,Outside Top 4
164,2010,4,Shanghai International Circuit,China,5,20,0.0,0,11,0.0,0,01:40.5,23,16,5.125523012552308,Outside Top 4
164,2010,4,Shanghai International Circuit,China,5,18,0.0,0,11,0.0,0,01:40.6,24,17,5.2301255230125525,Outside Top 4
205,2010,4,Shanghai International Circuit,China,5,21,0.0,0,10,0.0,0,01:39.4,20,18,3.974895397489552,Outside Top 4
166,2010,4,Shanghai International Circuit,China,5,19,0.0,0,12,0.0,0,01:39.8,22,19,4.393305439330547,Outside Top 4
15,2010,4,Shanghai International Circuit,China,5,16,0.0,0,9,0.0,0,01:37.1,17,20,1.5690376569037656,Outside Top 4
5,2010,4,Shanghai International Circuit,China,5,15,0.0,0,8,2.0,0,01:36.8,13,21,1.2552301255230156,Outside Top 4
15,2010,4,Shanghai International Circuit,China,5,24,0.0,0,9,0.0,0,01:37.0,15,22,1.4644351464435208,Outside Top 4
10,2010,4,Shanghai International Circuit,China,5,11,8.0,0,6,18.0,0,01:37.2,18,23,1.6736401673640255,Outside Top 4
166,2010,4,Shanghai International Circuit,China,5,22,0.0,0,12,0.0,0,01:39.3,19,24,3.870292887029292,Outside Top 4
9,2010,5,Circuit de Barcelona-Catalunya,Spain,109,8,28.0,0,3,73.0,1,01:21.4,1,1,0.0,1st
6,2010,5,Circuit de Barcelona-Catalunya,Spain,109,3,49.0,1,2,90.0,1,01:22.0,4,2,0.7371007371007301,2nd
9,2010,5,Circuit de Barcelona-Catalunya,Spain,109,5,45.0,1,3,73.0,1,01:21.7,2,3,0.36855036855036505,3rd
131,2010,5,Circuit de Barcelona-Catalunya,Spain,109,10,10.0,0,4,60.0,0,01:22.5,6,4,1.3513513513513442,4th
1,2010,5,Circuit de Barcelona-Catalunya,Spain,109,1,60.0,2,1,109.0,2,01:21.9,5,5,0.6142506142506142,Outside Top 4
6,2010,5,Circuit de Barcelona-Catalunya,Spain,109,6,41.0,0,2,90.0,1,01:22.6,9,6,1.4742014742014602,Outside Top 4
10,2010,5,Circuit de Barcelona-Catalunya,Spain,109,9,10.0,0,6,18.0,0,01:22.6,11,7,1.4742014742014602,Outside Top 4
4,2010,5,Circuit de Barcelona-Catalunya,Spain,109,7,40.0,0,5,46.0,0,01:22.5,7,8,1.3513513513513442,Outside Top 4
3,2010,5,Circuit de Barcelona-Catalunya,Spain,109,13,5.0,0,7,6.0,0,01:23.1,17,9,2.0884520884520743,Outside Top 4
5,2010,5,Circuit de Barcelona-Catalunya,Spain,109,14,2.0,0,8,2.0,0,01:22.6,15,10,1.4742014742014602,Outside Top 4
4,2010,5,Circuit de Barcelona-Catalunya,Spain,109,12,6.0,0,5,46.0,0,01:23.0,19,11,1.9656019656019585,Outside Top 4
15,2010,5,Circuit de Barcelona-Catalunya,Spain,109,24,0.0,0,9,0.0,0,01:22.6,10,12,1.4742014742014602,Outside Top 4
131,2010,5,Circuit de Barcelona-Catalunya,Spain,109,2,50.0,0,4,60.0,0,01:22.4,8,13,1.2285012285012284,Outside Top 4
1,2010,5,Circuit de Barcelona-Catalunya,Spain,109,4,49.0,0,1,109.0,2,01:21.7,3,14,0.36855036855036505,Outside Top 4
10,2010,5,Circuit de Barcelona-Catalunya,Spain,109,11,8.0,0,6,18.0,0,01:23.1,16,15,2.0884520884520743,Outside Top 4
3,2010,5,Circuit de Barcelona-Catalunya,Spain,109,15,1.0,0,7,6.0,0,01:22.9,13,16,1.8427518427518428,Outside Top 4
205,2010,5,Circuit de Barcelona-Catalunya,Spain,109,22,0.0,0,10,0.0,0,01:24.7,18,17,4.05405405405405,Outside Top 4
166,2010,5,Circuit de Barcelona-Catalunya,Spain,109,23,0.0,0,12,0.0,0,01:25.5,22,18,5.036855036855029,Outside Top 4
166,2010,5,Circuit de Barcelona-Catalunya,Spain,109,20,0.0,0,12,0.0,0,01:25.6,23,19,5.159705159705146,Outside Top 4
5,2010,5,Circuit de Barcelona-Catalunya,Spain,109,16,0.0,0,8,2.0,0,01:22.7,14,20,1.5970515970515935,Outside Top 4
164,2010,5,Circuit de Barcelona-Catalunya,Spain,109,19,0.0,0,11,0.0,0,01:26.8,24,21,6.633906633906624,Outside Top 4
15,2010,5,Circuit de Barcelona-Catalunya,Spain,109,17,0.0,0,9,0.0,0,01:22.2,12,22,0.9828009828009793,Outside Top 4
164,2010,5,Circuit de Barcelona-Catalunya,Spain,109,21,0.0,0,11,0.0,0,01:27.1,21,23,7.002457002456988,Outside Top 4
205,2010,5,Circuit de Barcelona-Catalunya,Spain,109,18,0.0,0,10,0.0,0,01:24.7,20,24,4.05405405405405,Outside Top 4
9,2010,6,Circuit de Monaco,Monaco,7,4,53.0,1,3,113.0,2,01:15.0,1,1,0.2673796791443888,1st
9,2010,6,Circuit de Monaco,Monaco,7,3,60.0,1,3,113.0,2,01:15.1,3,2,0.40106951871657376,2nd
4,2010,6,Circuit de Monaco,Monaco,7,8,44.0,0,5,50.0,0,01:15.0,2,3,0.2673796791443888,3rd
6,2010,6,Circuit de Monaco,Monaco,7,7,49.0,0,2,116.0,1,01:14.8,4,4,0.0,4th
1,2010,6,Circuit de Monaco,Monaco,7,6,49.0,0,1,119.0,2,01:15.7,5,5,1.20320855614974,Outside Top 4
131,2010,6,Circuit de Monaco,Monaco,7,5,50.0,0,4,72.0,0,01:15.2,6,7,0.5347593582887776,Outside Top 4
10,2010,6,Circuit de Monaco,Monaco,7,10,16.0,0,6,24.0,0,01:15.4,12,8,0.8021390374331664,Outside Top 4
10,2010,6,Circuit de Monaco,Monaco,7,11,8.0,0,6,24.0,0,01:15.4,10,9,0.8021390374331664,Outside Top 4
5,2010,6,Circuit de Monaco,Monaco,7,16,0.0,0,8,3.0,0,01:16.0,13,10,1.6042780748663141,Outside Top 4
5,2010,6,Circuit de Monaco,Monaco,7,14,3.0,0,8,3.0,0,01:16.0,17,11,1.6042780748663141,Outside Top 4
131,2010,6,Circuit de Monaco,Monaco,7,9,22.0,0,4,72.0,0,01:15.6,7,12,1.0695187165775364,Outside Top 4
4,2010,6,Circuit de Monaco,Monaco,7,13,6.0,0,5,50.0,0,01:15.5,14,13,0.9358288770053516,Outside Top 4
164,2010,6,Circuit de Monaco,Monaco,7,20,0.0,0,11,0.0,0,01:19.6,23,14,6.417112299465237,Outside Top 4
205,2010,6,Circuit de Monaco,Monaco,7,23,0.0,0,10,0.0,0,01:17.1,19,15,3.074866310160424,Outside Top 4
205,2010,6,Circuit de Monaco,Monaco,7,19,0.0,0,10,0.0,0,01:17.1,18,16,3.074866310160424,Outside Top 4
164,2010,6,Circuit de Monaco,Monaco,7,22,0.0,0,11,0.0,0,01:18.5,22,17,4.946524064171127,Outside Top 4
3,2010,6,Circuit de Monaco,Monaco,7,12,7.0,0,7,8.0,0,01:15.6,9,18,1.0695187165775364,Outside Top 4
15,2010,6,Circuit de Monaco,Monaco,7,18,0.0,0,9,0.0,0,01:16.2,16,19,1.8716577540107031,Outside Top 4
166,2010,6,Circuit de Monaco,Monaco,7,21,0.0,0,12,0.0,0,01:17.9,21,20,4.14438502673798,Outside Top 4
166,2010,6,Circuit de Monaco,Monaco,7,24,0.0,0,12,0.0,0,01:17.4,20,21,3.475935828877017,Outside Top 4
15,2010,6,Circuit de Monaco,Monaco,7,17,0.0,0,9,0.0,0,01:15.9,15,22,1.470588235294129,Outside Top 4
1,2010,6,Circuit de Monaco,Monaco,7,1,70.0,2,1,119.0,2,01:15.6,8,23,1.0695187165775364,Outside Top 4
3,2010,6,Circuit de Monaco,Monaco,7,15,1.0,0,7,8.0,0,01:16.0,11,24,1.6042780748663141,Outside Top 4
1,2010,7,Istanbul Park,Turkey,130,7,59.0,0,3,129.0,2,01:27.7,2,1,0.6888633754305494,1st
1,2010,7,Istanbul Park,Turkey,130,4,70.0,2,3,129.0,2,01:27.6,4,2,0.5740528128587831,2nd
9,2010,7,Istanbul Park,Turkey,130,1,78.0,2,1,156.0,3,01:27.5,1,3,0.4592422502870329,3rd
131,2010,7,Istanbul Park,Turkey,130,9,22.0,0,4,78.0,0,01:27.8,5,4,0.8036739380022995,4th
131,2010,7,Istanbul Park,Turkey,130,8,56.0,0,4,78.0,0,01:27.6,6,5,0.5740528128587831,Outside Top 4
4,2010,7,Istanbul Park,Turkey,130,6,59.0,0,5,65.0,0,01:27.8,7,6,0.8036739380022995,Outside Top 4
6,2010,7,Istanbul Park,Turkey,130,5,61.0,0,2,136.0,1,01:28.0,8,7,1.033295063145816,Outside Top 4
6,2010,7,Istanbul Park,Turkey,130,3,75.0,1,2,136.0,1,01:27.9,12,8,0.9184845005740658,Outside Top 4
10,2010,7,Istanbul Park,Turkey,130,10,20.0,0,6,30.0,0,01:28.0,11,9,1.033295063145816,Outside Top 4
15,2010,7,Istanbul Park,Turkey,130,18,0.0,0,9,0.0,0,01:28.2,10,10,1.2629161882893325,Outside Top 4
15,2010,7,Istanbul Park,Turkey,130,17,0.0,0,9,0.0,0,01:28.1,13,11,1.1481056257175661,Outside Top 4
5,2010,7,Istanbul Park,Turkey,130,14,3.0,0,8,4.0,0,01:28.5,16,12,1.607347876004599,Outside Top 4
10,2010,7,Istanbul Park,Turkey,130,11,10.0,0,6,30.0,0,01:29.0,18,13,2.181400688863382,Outside Top 4
3,2010,7,Istanbul Park,Turkey,130,12,7.0,0,7,8.0,0,01:28.3,15,14,1.3777267508610826,Outside Top 4
4,2010,7,Istanbul Park,Turkey,130,13,6.0,0,5,65.0,0,01:27.6,9,15,0.5740528128587831,Outside Top 4
